,size,material,color,sleeves,demand
7937,S,cotton,navy,long,high
7938,3XL,cotton,cream,short,medium
7939,XXL,nylon,cream,short,high
7940,M,polyester,blue,short,high
7941,XL,linen,black,long,medium
7942,XL,polyester,white,long,low
7943,XL,nylon,red,long,medium
7944,M,linen,cream,short,high
7945,S,nylon,black,long,medium
7946,L,nylon,yellow,long,medium
7947,XL,nylon,black,short,medium
7948,M,cotton,white,short,high
7949,M,linen,black,short,medium
7950,L,linen,orange,long,high
7951,M,nylon,cream,short,high
7952,M,polyester,yellow,short,high
7953,M,polyester,cream,short,high
7954,S,nylon,green,long,medium
7955,M,nylon,red,long,medium
7956,XXL,nylon,blue,long,medium
7957,M,linen,white,short,high
7958,XXL,polyester,black,long,medium
7959,XL,polyester,navy,short,high
7960,L,linen,white,short,high
7961,L,nylon,cream,long,medium
7962,XL,nylon,violet,short,high
7963,XXL,linen,green,long,medium
7964,XL,cotton,black,long,medium
7965,L,cotton,blue,short,high
7966,XL,polyester,violet,long,medium
7967,S,nylon,black,short,medium
7968,M,nylon,navy,long,medium
7969,XS,polyester,black,long,medium
7970,XS,nylon,black,short,medium
7971,L,polyester,violet,short,high
7972,XXL,polyester,red,short,high
7973,M,nylon,yellow,short,high
7974,L,nylon,orange,short,high
7975,S,nylon,navy,long,high
7976,M,cotton,blue,long,medium
7977,XL,nylon,red,short,high
7978,XS,linen,white,short,high
7979,XL,cotton,green,short,medium
7980,XS,polyester,blue,long,high
7981,M,nylon,blue,short,high
7982,L,cotton,blue,long,medium
7983,S,nylon,blue,long,high
7984,S,polyester,white,short,medium
7985,S,cotton,white,short,high
7986,M,linen,yellow,short,high
7987,XXL,nylon,orange,short,high
7988,L,cotton,blue,short,high
7989,S,polyester,orange,long,high
7990,3XL,nylon,blue,long,low
7991,M,nylon,violet,short,high
7992,M,linen,green,short,high
7993,XS,nylon,cream,short,high
7994,L,polyester,black,short,medium
7995,3XL,silk,orange,long,low
7996,XL,nylon,orange,short,high
7997,XS,cotton,black,short,medium
7998,M,polyester,black,long,medium
7999,M,nylon,yellow,long,medium
8000,XS,nylon,navy,short,high
8001,S,polyester,orange,short,high
8002,S,nylon,cream,short,high
8003,XL,nylon,orange,long,medium
8004,XL,nylon,blue,long,medium
8005,S,nylon,white,long,medium
8006,XL,polyester,cream,long,medium
8007,XXL,polyester,green,long,low
8008,L,linen,navy,long,high
8009,XXL,cotton,red,short,high
8010,L,linen,orange,short,high
8011,M,linen,white,long,high
8012,M,nylon,green,long,medium
8013,XS,polyester,blue,short,high
8014,XL,polyester,yellow,long,medium
8015,XXL,cotton,red,long,low
8016,L,linen,navy,long,high
8017,XL,silk,navy,long,low
8018,L,polyester,black,long,medium
8019,L,linen,cream,short,high
8020,XXL,polyester,red,short,high
8021,XXL,cotton,white,short,medium
8022,S,linen,orange,long,high
8023,L,nylon,black,long,medium
8024,M,nylon,white,long,medium
8025,3XL,linen,black,long,low
8026,XS,polyester,blue,long,high
8027,L,nylon,black,long,medium
8028,M,polyester,green,short,high
8029,L,nylon,black,short,medium
8030,S,cotton,navy,short,high
8031,M,linen,white,short,high
8032,M,polyester,yellow,long,medium
8033,S,linen,white,long,high
8034,XL,cotton,orange,short,high
8035,L,polyester,green,short,high
8036,3XL,silk,white,long,low
8037,L,nylon,navy,short,high
8038,L,polyester,white,long,high
8039,M,linen,yellow,short,high
8040,L,polyester,blue,short,high
8041,L,nylon,green,short,high
8042,L,polyester,black,short,medium
8043,XL,nylon,navy,short,high
8044,L,polyester,navy,short,high
8045,M,nylon,black,long,medium
8046,S,polyester,red,long,high
8047,L,silk,cream,short,low
8048,3XL,cotton,yellow,short,medium
8049,S,polyester,black,short,medium
8050,XL,linen,violet,short,high
8051,L,polyester,black,long,medium
8052,L,nylon,blue,short,high
8053,3XL,polyester,violet,long,low
8054,XS,nylon,navy,long,high
8055,L,nylon,yellow,short,high
8056,XS,polyester,black,long,medium
8057,L,nylon,black,long,medium
8058,XL,nylon,navy,long,medium
8059,XXL,cotton,black,short,medium
8060,M,polyester,black,long,medium
8061,S,polyester,blue,short,high
8062,L,nylon,green,short,high
8063,S,cotton,navy,short,high
8064,S,nylon,black,short,medium
8065,L,cotton,black,long,medium
8066,XL,polyester,orange,long,medium
8067,XL,polyester,blue,short,high
8068,L,nylon,navy,long,medium
8069,L,cotton,violet,long,medium
8070,M,silk,black,short,low
8071,L,cotton,red,short,high
8072,S,nylon,navy,short,high
8073,M,cotton,red,long,medium
8074,L,cotton,navy,short,high
8075,L,cotton,yellow,long,medium
8076,M,polyester,black,long,medium
8077,XS,linen,black,short,low
8078,XL,silk,blue,long,low
8079,XL,nylon,orange,long,medium
8080,XL,nylon,green,long,medium
8081,S,nylon,black,long,medium
8082,XL,polyester,blue,short,high
8083,M,polyester,white,short,medium
8084,S,cotton,black,short,medium
8085,M,nylon,white,short,medium
8086,S,cotton,orange,short,high
8087,S,nylon,black,short,medium
8088,L,polyester,black,long,medium
8089,M,nylon,black,short,medium
8090,XXL,nylon,green,short,medium
8091,XS,polyester,red,long,high
8092,XXL,linen,cream,short,high
8093,L,cotton,green,short,high
8094,L,polyester,blue,long,medium
8095,L,cotton,white,short,high
8096,L,polyester,white,long,high
8097,S,cotton,violet,long,medium
8098,XL,linen,navy,short,high
8099,XL,nylon,yellow,short,high
8100,XXL,nylon,cream,long,medium
8101,S,nylon,black,long,medium
8102,XS,cotton,white,long,high
8103,XXL,linen,cream,short,high
8104,L,silk,black,long,medium
8105,L,nylon,orange,short,high
8106,XL,polyester,white,short,low
8107,S,nylon,navy,short,high
8108,XL,cotton,navy,short,high
8109,S,nylon,red,short,high
8110,M,nylon,red,short,high
8111,M,linen,white,short,high
8112,L,polyester,red,short,high
8113,3XL,cotton,navy,short,medium
8114,L,silk,yellow,short,low
8115,M,polyester,blue,short,high
8116,M,nylon,navy,short,high
8117,XL,polyester,red,long,medium
8118,L,nylon,navy,long,medium
8119,XL,linen,green,long,medium
8120,3XL,nylon,violet,short,medium
8121,L,nylon,blue,short,high
8122,XL,nylon,white,long,low
8123,M,cotton,red,long,medium
8124,M,silk,cream,long,low
8125,M,nylon,black,long,medium
8126,XXL,linen,violet,short,high
8127,XL,polyester,black,short,medium
8128,S,polyester,blue,long,high
8129,XL,nylon,white,short,low
8130,L,polyester,yellow,short,high
8131,XS,cotton,white,short,high
8132,XL,linen,cream,long,high
8133,L,silk,cream,short,low
8134,XL,polyester,blue,short,high
8135,XL,linen,blue,short,high
8136,XL,polyester,violet,long,medium
8137,XXL,nylon,green,long,low
8138,M,nylon,black,short,medium
8139,M,polyester,navy,long,medium
8140,XL,polyester,white,short,low
8141,XL,cotton,black,short,medium
8142,L,nylon,cream,short,high
8143,M,polyester,black,short,medium
8144,S,nylon,white,short,medium
8145,L,nylon,white,long,high
8146,L,nylon,blue,long,medium
8147,XL,cotton,blue,long,medium
8148,XXL,nylon,cream,short,high
8149,XL,cotton,violet,short,high
8150,L,polyester,white,short,high
8151,M,polyester,yellow,short,high
8152,M,nylon,red,short,high
8153,XL,polyester,white,short,low
8154,S,nylon,green,long,medium
8155,XL,linen,red,short,high
8156,M,polyester,orange,long,medium
8157,L,nylon,white,short,high
8158,XS,polyester,white,long,medium
8159,L,nylon,black,long,medium
8160,3XL,linen,yellow,long,medium
8161,L,nylon,orange,short,high
8162,S,linen,cream,long,high
8163,M,cotton,yellow,long,low
8164,M,nylon,cream,short,high
8165,XS,polyester,blue,short,high
8166,XL,linen,violet,short,high
8167,L,polyester,navy,short,high
8168,3XL,cotton,yellow,short,medium
8169,L,linen,black,short,medium
8170,M,nylon,navy,long,medium
8171,M,nylon,cream,long,medium
8172,M,cotton,cream,long,medium
8173,XL,linen,black,short,medium
8174,XL,linen,orange,short,high
8175,M,nylon,violet,long,medium
8176,XL,nylon,green,long,medium
8177,S,polyester,yellow,short,high
8178,L,linen,white,short,high
8179,L,polyester,yellow,short,high
8180,3XL,nylon,navy,short,high
8181,S,polyester,blue,long,high
8182,S,nylon,black,long,medium
8183,XL,linen,violet,long,medium
8184,XL,linen,navy,long,high
8185,M,nylon,blue,long,medium
8186,XXL,nylon,white,long,low
8187,S,nylon,violet,long,high
8188,XXL,linen,cream,short,high
8189,L,nylon,black,short,medium
8190,M,nylon,black,short,medium
8191,L,nylon,white,long,high
8192,M,linen,blue,long,high
8193,XXL,nylon,white,short,low
8194,XXL,cotton,violet,short,medium
8195,L,linen,white,long,high
8196,L,polyester,navy,short,high
8197,3XL,linen,white,short,low
8198,L,nylon,violet,long,medium
8199,XL,cotton,cream,short,high
8200,L,nylon,red,long,medium
8201,M,linen,black,long,medium
8202,S,cotton,green,long,medium
8203,XS,polyester,cream,long,high
8204,3XL,linen,white,short,low
8205,M,linen,black,long,medium
8206,L,linen,blue,short,high
8207,M,linen,black,long,medium
8208,L,cotton,white,long,high
8209,L,polyester,white,long,high
8210,XL,linen,blue,long,high
8211,L,silk,black,short,low
8212,M,polyester,navy,short,high
8213,3XL,cotton,white,short,medium
8214,XL,polyester,navy,long,medium
8215,L,cotton,navy,long,medium
8216,M,nylon,black,short,medium
8217,XL,nylon,red,long,medium
8218,M,polyester,white,short,medium
8219,L,nylon,black,short,medium
8220,XXL,polyester,blue,long,medium
8221,3XL,cotton,violet,long,low
8222,S,polyester,white,short,medium
8223,XXL,cotton,red,short,high
8224,XL,nylon,orange,long,medium
8225,XL,linen,black,short,medium
8226,XL,cotton,black,long,medium
8227,M,nylon,green,short,high
8228,M,silk,violet,long,low
8229,M,nylon,orange,short,high
8230,3XL,nylon,white,short,low
8231,L,cotton,blue,short,high
8232,XXL,cotton,red,long,low
8233,M,linen,red,short,high
8234,XXL,nylon,violet,long,low
8235,L,cotton,cream,short,high
8236,XL,cotton,cream,short,high
8237,S,linen,blue,long,high
8238,M,cotton,cream,long,medium
8239,XL,cotton,black,short,medium
8240,S,cotton,black,short,medium
8241,L,linen,black,short,medium
8242,XXL,cotton,black,short,medium
8243,M,polyester,white,long,medium
8244,L,nylon,black,long,medium
8245,M,polyester,white,short,medium
8246,M,nylon,cream,long,medium
8247,M,polyester,yellow,long,medium
8248,M,nylon,black,long,medium
8249,3XL,nylon,orange,long,low
8250,XL,linen,white,long,medium
8251,XS,nylon,yellow,short,high
8252,XXL,linen,violet,long,medium
8253,XL,cotton,cream,long,medium
8254,L,nylon,white,long,high
8255,L,polyester,white,long,high
8256,3XL,cotton,navy,short,medium
8257,XS,nylon,cream,short,high
8258,L,nylon,white,long,high
8259,XXL,nylon,violet,long,low
8260,L,polyester,orange,short,high
8261,S,polyester,navy,long,high
8262,L,polyester,violet,long,medium
8263,XXL,polyester,navy,long,medium
8264,XL,polyester,navy,short,high
8265,M,silk,navy,long,low
8266,XS,nylon,red,short,high
8267,L,linen,blue,short,high
8268,XXL,linen,violet,long,medium
8269,XXL,cotton,cream,short,high
8270,L,linen,red,long,high
8271,XXL,cotton,white,short,medium
8272,M,polyester,blue,long,medium
8273,L,polyester,white,short,high
8274,S,nylon,cream,long,high
8275,XS,polyester,navy,long,high
8276,L,polyester,red,short,high
8277,S,silk,white,long,low
8278,XS,nylon,orange,short,high
8279,XS,linen,white,long,high
8280,L,linen,violet,long,high
8281,L,silk,violet,short,low
8282,3XL,cotton,cream,long,low
8283,XXL,cotton,red,long,low
8284,XL,silk,violet,long,low
8285,M,cotton,orange,long,low
8286,L,polyester,black,long,medium
8287,XL,cotton,black,short,medium
8288,XL,silk,orange,long,low
8289,M,cotton,navy,long,medium
8290,3XL,polyester,red,short,high
8291,XL,polyester,white,long,low
8292,M,polyester,red,short,high
8293,3XL,linen,navy,short,high
8294,S,linen,blue,short,high
8295,XL,polyester,red,short,high
8296,S,cotton,red,short,high
8297,XS,polyester,violet,long,medium
8298,S,polyester,blue,long,high
8299,M,cotton,white,long,high
8300,M,silk,navy,short,low
8301,3XL,polyester,yellow,long,low
8302,M,nylon,cream,short,high
8303,L,nylon,blue,short,high
8304,M,nylon,navy,short,high
8305,M,linen,red,short,high
8306,L,cotton,black,short,medium
8307,L,nylon,green,long,medium
8308,XS,cotton,navy,long,medium
8309,M,linen,white,short,high
8310,XL,nylon,blue,short,high
8311,XS,polyester,white,short,medium
8312,XXL,cotton,green,short,medium
8313,M,silk,black,long,low
8314,L,nylon,navy,long,medium
8315,XXL,nylon,cream,long,medium
8316,M,cotton,cream,short,high
8317,3XL,linen,white,long,low
8318,XL,silk,black,short,low
8319,L,cotton,red,long,medium
8320,XL,cotton,orange,short,high
8321,M,cotton,orange,long,low
8322,M,polyester,white,long,medium
8323,XL,polyester,violet,short,high
8324,XS,polyester,white,short,medium
8325,3XL,polyester,navy,short,high
8326,S,nylon,yellow,long,high
8327,L,linen,red,long,high
8328,L,cotton,cream,short,high
8329,XXL,nylon,green,long,low
8330,XL,nylon,blue,long,medium
8331,L,linen,green,short,high
8332,L,cotton,red,long,medium
8333,L,nylon,yellow,short,high
8334,S,silk,blue,long,medium
8335,L,polyester,navy,long,medium
8336,S,polyester,blue,short,high
8337,L,cotton,blue,short,high
8338,S,cotton,navy,short,high
8339,XS,polyester,red,long,high
8340,XXL,nylon,orange,short,high
8341,XS,cotton,black,short,medium
8342,L,cotton,blue,long,medium
8343,S,polyester,white,short,medium
8344,L,polyester,blue,long,medium
8345,XL,linen,white,long,medium
8346,S,linen,black,long,medium
8347,XXL,polyester,black,long,medium
8348,M,cotton,green,long,low
8349,M,linen,white,short,high
8350,M,cotton,green,short,medium
8351,S,cotton,white,long,high
8352,L,nylon,green,long,medium
8353,L,nylon,white,long,high
8354,XS,cotton,white,short,high
8355,M,silk,blue,long,low
8356,L,polyester,white,long,high
8357,3XL,polyester,orange,short,medium
8358,XL,silk,yellow,long,low
8359,XS,linen,white,long,high
8360,M,polyester,blue,long,medium
8361,M,polyester,white,short,medium
8362,XS,nylon,navy,long,high
8363,XS,polyester,navy,short,high
8364,3XL,nylon,cream,short,high
8365,M,linen,white,long,high
8366,L,polyester,cream,long,medium
8367,L,silk,blue,long,low
8368,3XL,nylon,white,long,low
8369,L,polyester,navy,short,high
8370,L,linen,yellow,long,high
8371,XL,polyester,green,long,medium
8372,3XL,nylon,black,long,medium
8373,3XL,cotton,black,short,medium
8374,M,cotton,white,long,high
8375,L,linen,orange,short,high
8376,3XL,cotton,black,long,medium
8377,XS,linen,white,short,high
8378,XXL,polyester,blue,short,high
8379,XL,cotton,blue,short,high
8380,3XL,nylon,red,long,low
8381,L,polyester,blue,short,high
8382,S,polyester,white,long,medium
8383,3XL,cotton,white,short,medium
8384,L,cotton,black,long,medium
8385,L,linen,red,long,high
8386,M,linen,red,short,high
8387,S,nylon,white,short,medium
8388,S,cotton,blue,long,high
8389,M,cotton,red,long,medium
8390,M,cotton,black,short,medium
8391,XXL,nylon,red,long,medium
8392,XL,cotton,navy,short,high
8393,L,polyester,yellow,short,high
8394,S,nylon,red,long,high
8395,M,nylon,white,short,medium
8396,L,polyester,navy,long,medium
8397,L,linen,red,short,high
8398,XXL,nylon,green,long,low
8399,L,nylon,white,long,high
8400,XXL,cotton,black,long,medium
8401,XL,linen,black,short,medium
8402,S,linen,red,short,high
8403,M,cotton,green,short,medium
8404,XL,nylon,cream,short,high
8405,XL,cotton,cream,long,medium
8406,XXL,polyester,red,long,medium
8407,XL,linen,cream,long,high
8408,M,polyester,red,long,medium
8409,L,cotton,cream,long,medium
8410,M,polyester,black,short,medium
8411,XS,cotton,red,short,high
8412,XL,nylon,black,short,medium
8413,L,nylon,navy,short,high
8414,M,linen,black,long,medium
8415,XS,nylon,cream,long,high
8416,M,polyester,white,short,medium
8417,M,polyester,black,long,medium
8418,XS,cotton,cream,long,medium
8419,XS,nylon,white,long,medium
8420,S,polyester,navy,short,high
8421,S,linen,violet,long,high
8422,3XL,polyester,navy,short,high
8423,S,cotton,white,long,high
8424,XL,nylon,navy,long,medium
8425,XXL,nylon,violet,short,high
8426,L,linen,red,short,high
8427,S,polyester,yellow,long,high
8428,XS,cotton,white,short,high
8429,L,cotton,violet,long,medium
8430,L,polyester,navy,short,high
8431,L,linen,black,short,medium
8432,L,linen,red,short,high
8433,XXL,nylon,navy,long,medium
8434,L,cotton,navy,short,high
8435,XXL,cotton,green,short,medium
8436,L,nylon,orange,long,medium
8437,XS,polyester,white,short,medium
8438,XL,polyester,red,long,medium
8439,XXL,cotton,orange,short,medium
8440,S,polyester,blue,short,high
8441,L,polyester,navy,long,medium
8442,XS,polyester,cream,short,high
8443,M,polyester,yellow,long,medium
8444,L,cotton,cream,long,medium
8445,L,nylon,black,short,medium
8446,XXL,cotton,navy,short,high
8447,S,polyester,red,long,high
8448,S,cotton,cream,long,high
8449,M,polyester,black,short,medium
8450,M,nylon,cream,short,high
8451,M,nylon,cream,short,high
8452,L,cotton,navy,long,medium
8453,M,linen,cream,long,high
8454,M,cotton,cream,long,medium
8455,XXL,nylon,white,short,low
8456,S,nylon,navy,short,high
8457,L,polyester,navy,short,high
8458,3XL,nylon,cream,long,medium
8459,XXL,nylon,blue,short,high
8460,3XL,cotton,green,short,medium
8461,L,linen,navy,long,high
8462,XXL,nylon,red,short,high
8463,L,polyester,white,short,high
8464,S,linen,navy,long,high
8465,L,nylon,cream,long,medium
8466,L,cotton,black,short,medium
8467,L,linen,cream,long,high
8468,M,cotton,red,short,high
8469,XL,silk,orange,long,low
8470,M,linen,blue,short,high
8471,XXL,polyester,yellow,long,low
8472,XS,cotton,black,long,medium
8473,L,polyester,white,long,high
8474,L,cotton,white,short,high
8475,S,cotton,orange,short,high
8476,M,cotton,cream,long,medium
8477,L,polyester,black,long,medium
8478,XS,silk,white,short,low
8479,M,nylon,black,short,medium
8480,XL,silk,yellow,short,low
8481,XS,cotton,yellow,short,high
8482,3XL,cotton,black,short,medium
8483,XXL,nylon,blue,long,medium
8484,M,linen,blue,long,high
8485,XL,linen,yellow,long,medium
8486,XS,nylon,green,short,high
8487,L,silk,black,long,medium
8488,M,polyester,yellow,short,high
8489,L,linen,orange,short,high
8490,3XL,nylon,blue,long,low
8491,XS,polyester,white,long,medium
8492,L,nylon,yellow,short,high
8493,L,cotton,navy,long,medium
8494,L,silk,violet,long,low
8495,XXL,silk,black,short,low
8496,XL,nylon,white,long,low
8497,S,polyester,cream,short,high
8498,XXL,silk,cream,long,low
8499,S,polyester,navy,short,high
8500,M,nylon,red,short,high
8501,XS,polyester,cream,short,high
8502,XS,polyester,blue,long,high
8503,XXL,polyester,cream,long,medium
8504,XL,nylon,violet,short,high
8505,XS,cotton,black,short,medium
8506,M,polyester,blue,long,medium
8507,S,linen,yellow,long,high
8508,XL,polyester,white,short,low
8509,L,nylon,cream,short,high
8510,3XL,silk,orange,short,low
8511,XXL,polyester,navy,short,high
8512,XL,nylon,white,short,low
8513,M,nylon,violet,long,medium
8514,XXL,nylon,white,short,low
8515,XL,polyester,navy,long,medium
8516,S,polyester,yellow,long,high
8517,L,polyester,blue,long,medium
8518,L,linen,black,long,medium
8519,XXL,polyester,yellow,short,high
8520,3XL,nylon,navy,long,medium
8521,L,linen,navy,short,high
8522,XL,nylon,green,short,high
8523,XS,polyester,navy,long,high
8524,XXL,nylon,green,long,low
8525,XL,polyester,red,short,high
8526,S,linen,white,long,high
8527,L,nylon,green,short,high
8528,3XL,polyester,green,short,medium
8529,L,nylon,white,short,high
8530,XXL,polyester,red,short,high
8531,XL,nylon,cream,short,high
8532,XXL,nylon,red,long,medium
8533,XS,polyester,navy,short,high
8534,XL,cotton,white,long,medium
8535,L,cotton,black,short,medium
8536,3XL,nylon,cream,long,medium
8537,L,cotton,blue,short,high
8538,M,linen,blue,short,high
8539,L,polyester,orange,short,high
8540,XL,nylon,blue,short,high
8541,XXL,polyester,white,short,low
8542,S,cotton,navy,short,high
8543,M,linen,navy,short,high
8544,S,polyester,navy,short,high
8545,S,linen,black,long,medium
8546,3XL,nylon,white,short,low
8547,S,linen,cream,long,high
8548,XXL,nylon,blue,short,high
8549,L,nylon,navy,long,medium
8550,XXL,polyester,navy,long,medium
8551,XL,nylon,orange,long,medium
8552,3XL,linen,navy,short,high
8553,M,cotton,white,long,high
8554,M,linen,navy,long,high
8555,3XL,polyester,black,short,medium
8556,M,polyester,white,long,medium
8557,M,polyester,cream,long,medium
8558,M,cotton,cream,short,high
8559,3XL,cotton,black,long,medium
8560,S,polyester,white,long,medium
8561,3XL,nylon,blue,short,high
8562,M,linen,white,long,high
8563,M,cotton,white,long,high
8564,3XL,linen,orange,long,medium
8565,M,cotton,red,short,high
8566,L,linen,white,long,high
8567,M,nylon,navy,short,high
8568,XXL,nylon,white,short,low
8569,XXL,polyester,cream,long,medium
8570,M,silk,navy,short,low
8571,M,silk,black,short,low
8572,S,nylon,orange,long,high
8573,XL,cotton,green,long,low
8574,S,polyester,yellow,long,high
8575,L,polyester,yellow,short,high
8576,S,nylon,red,long,high
8577,XXL,nylon,violet,long,low
8578,S,nylon,yellow,long,high
8579,L,silk,violet,long,low
8580,XL,cotton,cream,long,medium
8581,XL,nylon,white,long,low
8582,XS,silk,navy,long,medium
8583,L,cotton,yellow,long,medium
8584,M,cotton,blue,long,medium
8585,S,cotton,yellow,short,high
8586,L,silk,red,long,low
8587,XXL,cotton,cream,long,medium
8588,L,polyester,white,short,high
8589,L,polyester,red,short,high
8590,XXL,linen,black,long,medium
8591,3XL,polyester,green,long,low
8592,L,polyester,red,short,high
8593,XL,cotton,red,long,medium
8594,S,nylon,green,short,high
8595,M,silk,cream,long,low
8596,XS,cotton,white,long,high
8597,L,cotton,cream,long,medium
8598,XL,linen,yellow,long,medium
8599,M,cotton,navy,short,high
8600,S,cotton,black,long,medium
8601,XXL,nylon,violet,long,low
8602,XL,polyester,blue,long,medium
8603,S,cotton,green,long,medium
8604,XL,silk,red,long,low
8605,M,cotton,green,short,medium
8606,S,polyester,navy,short,high
8607,XXL,nylon,blue,long,medium
8608,M,linen,cream,long,high
8609,L,polyester,white,long,high
8610,XXL,polyester,violet,short,high
8611,S,polyester,black,long,medium
8612,XL,nylon,orange,short,high
8613,M,nylon,black,short,medium
8614,XXL,linen,cream,short,high
8615,L,cotton,yellow,long,medium
8616,XXL,nylon,navy,short,high
8617,XS,polyester,black,long,medium
8618,XXL,nylon,navy,long,medium
8619,3XL,cotton,cream,long,low
8620,L,polyester,orange,short,high
8621,L,nylon,green,short,high
8622,XL,cotton,orange,short,high
8623,M,polyester,green,long,medium
8624,3XL,linen,orange,long,medium
8625,S,cotton,white,short,high
8626,S,linen,orange,short,high
8627,L,nylon,yellow,short,high
8628,XL,polyester,black,short,medium
8629,L,polyester,cream,long,medium
8630,XL,nylon,black,long,medium
8631,L,cotton,yellow,short,high
8632,M,cotton,violet,short,high
8633,L,cotton,red,long,medium
8634,XL,silk,green,long,low
8635,XS,polyester,white,long,medium
8636,S,linen,navy,long,high
8637,S,nylon,green,short,high
8638,XXL,linen,yellow,long,medium
8639,XXL,nylon,red,long,medium
8640,L,cotton,cream,short,high
8641,M,silk,blue,short,low
8642,S,polyester,white,long,medium
8643,XXL,linen,black,long,medium
8644,L,cotton,navy,short,high
8645,S,silk,red,short,medium
8646,L,cotton,white,long,high
8647,XL,polyester,green,long,medium
8648,M,linen,navy,long,high
8649,L,linen,navy,short,high
8650,M,nylon,violet,long,medium
8651,XL,linen,red,long,high
8652,XL,polyester,green,short,high
8653,S,nylon,white,short,medium
8654,S,polyester,violet,long,high
8655,XL,linen,red,long,high
8656,L,cotton,cream,long,medium
8657,L,linen,white,short,high
8658,L,cotton,white,long,high
8659,3XL,linen,black,long,low
8660,S,polyester,white,short,medium
8661,L,polyester,white,short,high
8662,3XL,cotton,blue,short,medium
8663,XL,nylon,blue,long,medium
8664,XXL,silk,navy,long,low
8665,M,polyester,green,short,high
8666,XXL,polyester,cream,short,high
8667,XS,polyester,white,long,medium
8668,L,nylon,blue,long,medium
8669,XL,cotton,white,short,medium
8670,3XL,nylon,blue,long,low
8671,M,nylon,yellow,short,high
8672,XL,nylon,green,short,high
8673,S,silk,blue,short,medium
8674,XL,polyester,black,short,medium
8675,M,cotton,yellow,long,low
8676,M,cotton,white,short,high
8677,M,silk,white,short,low
8678,XS,nylon,black,short,medium
8679,L,cotton,orange,short,high
8680,L,cotton,violet,short,high
8681,XL,cotton,black,long,medium
8682,S,cotton,black,long,medium
8683,XL,nylon,navy,short,high
8684,L,linen,white,short,high
8685,S,silk,green,long,medium
8686,L,polyester,cream,short,high
8687,XXL,polyester,black,short,medium
8688,L,polyester,black,long,medium
8689,S,polyester,navy,long,high
8690,XXL,cotton,blue,short,high
8691,XXL,polyester,violet,short,high
8692,L,silk,white,short,low
8693,XXL,polyester,black,long,medium
8694,XL,polyester,white,long,low
8695,S,nylon,blue,short,high
8696,L,cotton,yellow,long,medium
8697,M,cotton,yellow,long,low
8698,XXL,polyester,white,short,low
8699,XXL,nylon,red,short,high
8700,S,linen,red,short,high
8701,3XL,nylon,green,short,medium
8702,L,polyester,cream,long,medium
8703,XXL,silk,red,long,low
8704,3XL,polyester,white,short,low
8705,M,cotton,red,long,medium
8706,S,linen,black,long,medium
8707,M,linen,navy,long,high
8708,L,nylon,white,short,high
8709,3XL,nylon,black,short,medium
8710,S,polyester,violet,long,high
8711,S,nylon,black,long,medium
8712,XXL,linen,red,long,medium
8713,XXL,silk,orange,short,low
8714,L,nylon,orange,short,high
8715,XXL,nylon,cream,long,medium
8716,3XL,polyester,navy,long,medium
8717,M,linen,violet,long,medium
8718,XS,nylon,cream,long,high
8719,XL,cotton,navy,long,medium
8720,L,polyester,orange,short,high
8721,XL,polyester,red,short,high
8722,S,polyester,white,short,medium
8723,L,cotton,yellow,long,medium
8724,S,cotton,red,short,high
8725,L,polyester,orange,long,medium
8726,XXL,nylon,yellow,long,low
8727,S,linen,violet,long,high
8728,XXL,polyester,black,long,medium
8729,L,nylon,blue,short,high
8730,L,polyester,cream,long,medium
8731,S,cotton,blue,short,high
8732,XL,nylon,black,short,medium
8733,XS,nylon,orange,long,medium
8734,L,nylon,blue,long,medium
8735,M,linen,yellow,long,medium
8736,XL,linen,orange,long,medium
8737,M,linen,red,long,high
8738,S,linen,cream,short,high
8739,XL,nylon,green,long,medium
8740,XL,linen,white,short,medium
8741,XL,nylon,navy,long,medium
8742,XXL,nylon,blue,long,medium
8743,S,polyester,cream,short,high
8744,S,polyester,yellow,short,high
8745,L,nylon,blue,short,high
8746,L,linen,cream,short,high
8747,XXL,polyester,red,long,medium
8748,M,linen,blue,short,high
8749,XXL,cotton,green,long,low
8750,L,linen,yellow,short,high
8751,S,polyester,green,long,medium
8752,3XL,polyester,navy,short,high
8753,XL,nylon,orange,long,medium
8754,L,polyester,black,short,medium
8755,XS,nylon,orange,short,high
8756,XXL,polyester,violet,long,low
8757,XXL,polyester,blue,short,high
8758,M,polyester,yellow,short,high
8759,L,cotton,black,short,medium
8760,M,nylon,cream,long,medium
8761,XXL,linen,red,long,medium
8762,XS,cotton,white,short,high
8763,L,nylon,yellow,long,medium
8764,3XL,polyester,white,short,low
8765,S,polyester,cream,short,high
8766,L,polyester,blue,long,medium
8767,XS,nylon,navy,short,high
8768,M,linen,black,long,medium
8769,L,polyester,violet,short,high
8770,3XL,polyester,orange,long,low
8771,XXL,polyester,orange,long,low
8772,3XL,cotton,white,long,medium
8773,XS,nylon,blue,short,high
8774,XL,linen,orange,short,high
8775,XS,nylon,violet,short,high
8776,L,cotton,white,short,high
8777,XL,polyester,navy,long,medium
8778,3XL,nylon,blue,short,high
8779,S,cotton,white,long,high
8780,XL,silk,black,long,low
8781,M,nylon,green,short,high
8782,S,linen,red,long,high
8783,L,nylon,white,long,high
8784,XL,nylon,white,short,low
8785,XL,cotton,blue,long,medium
8786,XL,cotton,orange,long,low
8787,S,cotton,white,short,high
8788,XS,nylon,navy,short,high
